 "Ferrero,nutella";"Nutella";"NaN";"Produits à tartiner sucrés";"None";"e";"Bi1,Magasins U";"Sucre, huile de palme, noisettes 13%, cacao maigre 7,4%, lait écrémé en poudre 6,6%, lactoserum en poudre, émulsifiants : lécithines [soja], vanilline."
 "Mamie Douceur,Marque repère";"Confiture extra framboise";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, framboises 50%, gélifiant : pectines, acidifiant : acide citrique. Préparée avec 50g de fruits pour 100g de produit fini."
 "Lotus";"Pâte à tartiner speculoos";"NaN";"Produits à tartiner sucrés";"None";"e";"Magasins U";"Original spéculoos 58 % (farine de  blé, sucre, huiles végétales (huile de palme issue de plantations durables et certifiées, huile de colza), sirop de sucre candi, poudre à lever (carbonate acide de sodium), farine de soja, sel, cannelle), huile de colza, sucre, émulsifiant (lécithine de soja), acidifiant (acide citrique)."
 "Lotus";"Pâte à tartiner speculoos";"NaN";"Produits à tartiner sucrés";"None";"e";"Magasins U";"Original spéculoos 58 % (farine de  blé, sucre, huiles végétales (huile de palme issue de plantations durables et certifiées, huile de colza), sirop de sucre candi, poudre à lever (carbonate acide de sodium), farine de soja, sel, cannelle), huile de colza, sucre, émulsifiant (lécithine de soja), acidifiant (acide citrique)."
 "Lucien Georgelin";"Figue rouge";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour";"Figues rouges 50%, sucre, gélifiant : pectines, jus de citron concentré."
 "Lucien Georgelin";"Fraise";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fraise 60%, sucre, eau, gélifiant : pectines, jus de citron concentre préparé 60g de fruits pour 100g."
 "Bonne Maman";"Abricots";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour, Magasins U";"Abricots, sucre, sucre roux de canne, jus de citrons concentré et, éventuellement, gélifiant : pectine de fruits."
 "Bonne Maman";"Abricots";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour, Magasins U";"Abricots, sucre, sucre roux de canne, jus de citrons concentré et, éventuellement, gélifiant : pectine de fruits."
 "Casino";"Je suis noisette la première pâte à tartiner sans huile de palme";"NaN";"Produits à tartiner sucrés";"None";"d";"Géant Casino, Casino";"Sucre - huile de tournesol - _noisettes_ 13% - cacao maigre en poudre 7,4% - poudre de _lait_ écrémé - beurre de cacao - huile de coco - _lactosérum_ en poudre - émulsifiant : lécithines de tournesol - arôme.traces d'_amandes._"
 "Mamie Douceur,Marque Repère";"Confiture 4 fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, fruits (cerises 16,1 %, fraises 14 %, framboises 13,9 %, groseilles 6 %), gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50 g de fruits pour 100 g de produit fini.
Présence exceptionnelle de noyaux."
 "Douceur du Verger,Marque Repère";"Confiture extra pêche allégée";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Pêches, sucre, eau, gélifiant: pectines, correcteur d'acidité: acide citrique, antioxydant: acide ascorbique. Préparée avec 50 g de fruits pour 100 g de produit fini. Présence exceptionnelle de noyaux."
 "Lune de Miel,Famille Michaud";"Miel et gelée royale";"NaN";"Produits à tartiner sucrés";"None";"d";"Magasins U";"Miel 96 %, gelée royale 4 %."
 "Lune de Miel,Famille Michaud";"Miel et gelée royale";"NaN";"Produits à tartiner sucrés";"None";"d";"Magasins U";"Miel 96 %, gelée royale 4 %."
 "Vivis";"Confiture de fraises au fructose";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fraises 60 % (dont purée à base de concentré), eau, fructose, jus concentré de cassis et de citron, gélifiant : pectines, correcteur d'acidité : lactate de sodium, vitamine C."
 "U";"Confiture d'abricot allégée";"NaN";"Produits à tartiner sucrés";"None";"c";"U Express, Magasins U";"Abricots, sucre de canne, eau, gélifiant : pectine de fruits, acidifiant : acide citrique, correcteur d'acidité : lactate de calcium."
 "Lucien Georgelin";"Confiture d'Orange";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Oranges 50%, sucre, jus de citron concentré, gélifiant : pectines."
 "Miguelgorry";"Basquella";"NaN";"Produits à tartiner sucrés";"None";"e";"";"sucre, matière grasse végétale (coprah), cacao en poudre 8%, noisettes 8%, _lait_ écrémé en poudre, _lactosérum_ en poudre, beurre de cacao 1%, émulsifiant : lécithine de tournesol, vanilline, arôme"
 "Miguelgorry";"Basquella";"NaN";"Produits à tartiner sucrés";"None";"e";"";"sucre, matière grasse végétale (coprah), cacao en poudre 8%, noisettes 8%, _lait_ écrémé en poudre, _lactosérum_ en poudre, beurre de cacao 1%, émulsifiant : lécithine de tournesol, vanilline, arôme"
 "Vivis";"Confiture d'Abricots";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Abricots 60%, fructose, eau, jus concentré de citron, gélifiant : pectines, correcteur d'acidité : lactate de calcium, vitamine C."
 "Vico,Intersnack,Curly";"Curly Cacahuète Pâte à tartiner Crunchy";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";"Cacahuètes 92%, huiles végétales (ARACHIDE, palme), sucre, sel."
 "Jardin Bio',Léa Nature";"Confiture extra  de framboise";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"framboises 50%, sucre brut de canne, eau, gélifiant : pectines, jus de citron concentré."
 "Mars Chocolat,Mars,Maltesers";"Pâte à tartiner Maltesers";"NaN";"Produits à tartiner sucrés";"None";"e";"Edeka,Casino, Magasins U";"Sucre, huiles végétales (colza, palme), billes croustillantes maltées (9%) (sirop de glucose, extrait de malt d'_orge_, poudre de _lait_ écrémé, graisse de palme, farine de _blé_, sucre, poudres à lever (E341, E500, E501) , gluten de _blé_, lactosérum en poudre (_lait_), sel, poudre de _lait_, cacao maigre en poudre (5,4 %), lactosérum en poudre (_lait_), émulsifiant : lécithines, arôme naturel de vanille."
 "Delhaize";"Pâte à tartiner aux noisettes  sans huile de palme";"NaN";"Produits à tartiner sucrés";"None";"d";"Delhaize";"sucre, huile de tournesol non-hydrogenée, _noisettes_ 13%, poudrede cacao maigre 7,4%, _lait ecrémé en poudre_, matières grasses végétales non-hydrogénées (beurre de cacao, noix de coco) lactosérum en poudre doux (_lait_), émulsifiant (lécithines), arôme."
 "Les Comtes de Provence,AGRO'NOVAE";"Confiture Allégée Figue";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";"Figue 63%, sucre de canne, acidifiant : jus concentré de citron, gélifiant : pectine de fruits non amidée."
 "Lucien Georgelin";"Confiture Abricot";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Abricots 60%, sucre, eau, gélifiant : pectines."
 "Reflets de France";"Confiture d'orange de Corse et clementines";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour";"Sucre de canne, orange 21%, clémentines 21%, gélifiant : pectines, acidifiant : acide citrique"
 "Reflets de France";"Confiture d'orange de Corse et clementines";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour";"Sucre de canne, orange 21%, clémentines 21%, gélifiant : pectines, acidifiant : acide citrique"
 "Marque Repère,Bio Village";"Confiture orange";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre de canne* 57 %, oranges*, eau, jus de citron concentré*, gélifiant : pectines.

Préparée avec 40g de fruits pour 100g de produit fini.
* Ingrédients issus de l'agriculture biologique."
 "Bio Village,Marque Repère";"confiture fruits rouges bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Fruits* (fraises* 29,9 %, cerises* 13,3 %, framboises* 7,8 %, cassis* 4 %), sucre de canne* 54 %, gélifiant : pectines, acidifiant : acide citrique. 
Préparée avec 55 g de fruits pour 100 g de produit fini. 
Présence exceptionnelle de noyaux. 
* Ingrédients issus de l'agriculture biologique."
 "Andros";"Confiture myrtilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"sucre de canne*, myrtilles*, jus de citrons concentré*, gélifiant : pectines de fruits. * Ingrédients issus de l'agriculture biologique"
 "Andros";"Abricots andros";"NaN";"Produits à tartiner sucrés";"None";"d";"Super U,Simply market,Carrefour, Magasins U";"Abricots, sirop de glucose-fructose, sucre, gélifiant : pectine de fruits, acidifiant : acide citrique"
 "Reflets de France";"Confiture de Figues de Provence";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Sucre de canne, figues de Provence, gélifiant : pectines, acidifiant : acide citrique."
 "Elodie, Paquito";"Confiture framboise Bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Sucre de canne*, Framboises*, gélifiant: pectine. *Ingrédients issus de l'agriculture biologique. Préparée avec 50g de fruits pour 100g Teneur totale en sucres: 60g pour 100g"
 "Elodie, Paquito";"Confiture framboise Bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Sucre de canne*, Framboises*, gélifiant: pectine. *Ingrédients issus de l'agriculture biologique. Préparée avec 50g de fruits pour 100g Teneur totale en sucres: 60g pour 100g"
 "Douceur du Verger,Marque Repère";"Confiture de framboises";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Framboises, sirop de glucose-fructose, sucre, gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50g de fruits pour 100g.
Teneur totale en sucres : 60g pour 100g."
 "Jean Hervé";"Chocolade sans lait 40% noisette";"NaN";"Produits à tartiner sucrés";"None";"d";"";"_Noisettes_* 40 %, suc de canne intégral*, _amande_ blanche*, poudre de cacao non dégraissé 10 %, beurre de cacao*, huile de noix*, Extrait de vanille*, Sel de mer.  *Issu de l'agriculture biologique."
 "Douceur du verger,Marque Repère";"Marmelade allégée orange";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Sucre, oranges (avec écorces coupées en lamelles), eau, gélifiant : pectines, correcteur d'acidité : acide citrique.
Préparée avec 35 g de fruits pour 100 g de produit fini."
 "Douceur du verger,Marque Repère";"Marmelade allégée orange";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Sucre, oranges (avec écorces coupées en lamelles), eau, gélifiant : pectines, correcteur d'acidité : acide citrique.
Préparée avec 35 g de fruits pour 100 g de produit fini."
 "Douceur du verger,Marque Repère";"Marmelade allégée orange";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Sucre, oranges (avec écorces coupées en lamelles), eau, gélifiant : pectines, correcteur d'acidité : acide citrique.
Préparée avec 35 g de fruits pour 100 g de produit fini."
 "Les Comtes de Provence";"Confiture Myrtilles Bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Les Halles Savoyardes,Magasins U";"Myrtilles (64%), sucre de canne, gélifiant: pectine de fruits non amidée, acidifiant: jus concentré de citron."
 "Les Comtes de Provence";"Confiture Myrtilles Bio";"NaN";"Produits à tartiner sucrés";"None";"c";"Les Halles Savoyardes,Magasins U";"Myrtilles (64%), sucre de canne, gélifiant: pectine de fruits non amidée, acidifiant: jus concentré de citron."
 "Rigoni di Asiago";"Fiordifrutta Framboises";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Framboises 60%*, jus de pommes*, gélifiant : pectine. *Biologique"
 "RIGONI DI ASIAGO";"Rigoni Di Asiago, NOCCIOLATA";"NaN";"Produits à tartiner sucrés";"None";"d";"";""
 "Lindt";"Pâte à tartiner Cacao Intense";"NaN";"Produits à tartiner sucrés";"None";"e";"";"sucre, cacao maigre 17%, huile végétale (tournesol, carthame, riz), noisettes, matière grasse végétale (noix de coco, cácao, tournesol), poudre de lait écrémé, beurre de cacao, amandes, émulsifiant (lécithine de soja), vanille en poudre
Peut contenir d'autres fruits à coque. poudre. SANS HUILE DE PALME"
 "Ivoria";"Noikao";"NaN";"Produits à tartiner sucrés";"None";"e";"Intermarché";"Sucre, huiles végétales (palme et colza), _noisettes_ (13%), cacao maigre en poudre (7%), poudre de _lait_ écrémé (5,5%), lactosérum en poudre (dont _lait_), lactose (dont _lait_), émulsifiant : lécithine de tournesol, arôme naturel de vanille."
 "Ivoria";"Noikao";"NaN";"Produits à tartiner sucrés";"None";"e";"Intermarché";"Sucre, huiles végétales (palme et colza), _noisettes_ (13%), cacao maigre en poudre (7%), poudre de _lait_ écrémé (5,5%), lactosérum en poudre (dont _lait_), lactose (dont _lait_), émulsifiant : lécithine de tournesol, arôme naturel de vanille."
 "Mamie Douceur,Marque Repère";"Gelée de groseille";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, jus de groseilles à base de concentré, gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50 g de fruits pour 100 g de produit fini."
 "Banania";"Pâte à tartiner Banania Format Familial";"NaN";"Produits à tartiner sucrés";"None";"e";"Carrefour";"Huile de tournesol, poudre de Banania 25 % (sucre, cacao fortement dégraissé 19 %, céréales biscuitées 12 % (farine de _froment_, d'_orge_, de _blé_ malté), flocons de banane, miel, arôme, sel), sucre, _lait_ écrémé en poudre, _lactose_, beurre de cacao, flocons de banane (3 %), huile de coco, émulsifiant : lécithine de tournesol, arôme."
 "Nutabreizh";"Nutrabreizh";"NaN";"Produits à tartiner sucrés";"None";"e";"Carrefour, Magasins U";"_Crème fraîche, chocolats 29% (sucre, pâte de cacao, beurre de cacao, poudre de cacao maigre, poudre de _lait_ entier et écrémé, émulsifiant : lécithine de _soja_, arôme naturel de  vanille), caramel au _beurre_ salé 14% (sucre, _crème_ fraîche, eau _beurre_ 2%, sel de Guérande 1.28%), _lait_ concentré, _noisettes_ 7%,, huile de _noisette_"
 "U";"Confiture framboise allégée";"NaN";"Produits à tartiner sucrés";"None";"c";"U Express, Magasins U";"Framboise, sucre de canne, eau, gélifiant : pectine de fruits, acidifiant : acide citrique, correcteur d'acidité : lactate de calcium."
 "Côté Miel,Les Apiculteurs Associés";"Miel et gelée royale";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Miel 97 %, gelée royale 3 %."
 "Carrefour";"Marmelade d'oranges";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour City, Carrefour";"Sucre, oranges, eau, gélifiant : pectines de fruit, acidifiants : acide citrique et lactate de calcium."
 "Lucien Georgelin";"Mûre Sauvage";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour,Leclerc";"Mûres sauvages 45%, sucre, pommes 20%, jus de citron concentré, gélifiant : pectines"
 "Vergers des Alpilles";"Confiture extra Abricot";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Abricot biologique, sucre de canne biologique."
 "Noiseraie Productions";"Pâte à tartiner sans lait Chokénut";"NaN";"Produits à tartiner sucrés";"None";"e";"";"Sucre de canne roux, _noisettes_ entière 28 %, huile de palme non hydrogénée, cacao 6%, extrait de vanille, fleur de sel, vanille"
 "Ferrero,Nutella";"";"NaN";"Produits à tartiner sucrés";"None";"e";"";""
 "Saveurs de Nos Régions";"Poires williams de nouvelle aquitaine";"NaN";"Produits à tartiner sucrés";"None";"c";"Lidl";"Poire Willams de Nouvelle-Aquitaine 65%, Sucre de canne, gélifiant: pectine, jus de citron concentré, gousses de vanille épuisées, arôme naturel de vanille."
 "Saveurs de Nos Régions";"Poires williams de nouvelle aquitaine";"NaN";"Produits à tartiner sucrés";"None";"c";"Lidl";"Poire Willams de Nouvelle-Aquitaine 65%, Sucre de canne, gélifiant: pectine, jus de citron concentré, gousses de vanille épuisées, arôme naturel de vanille."
 "Saveurs de Nos Régions";"Poires williams de nouvelle aquitaine";"NaN";"Produits à tartiner sucrés";"None";"c";"Lidl";"Poire Willams de Nouvelle-Aquitaine 65%, Sucre de canne, gélifiant: pectine, jus de citron concentré, gousses de vanille épuisées, arôme naturel de vanille."
 "Paquito";"Confiture Allégée - 4 Fruits Rouges";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Fruits (fraises 19 %, groseilles 12 %, framboises 11 %, cassis 8 %), sucre, gélifiant : pectines, acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g."
 "Paquito";"Confiture Allégée - 4 Fruits Rouges";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"Fruits (fraises 19 %, groseilles 12 %, framboises 11 %, cassis 8 %), sucre, gélifiant : pectines, acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g."
 "Pure Via";"confiture de myrtille";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Myrtilles, sucre, eau, gélifiant : pectines,jus de ciron CcOnCentrée, édulcorant:glycosides de stéviol (extraits de Stevia)"
 "Lucien Georgelin";"Ananas - Kiwi";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour,Magasins U";"Fruits exotiques 50% (ananas 25%, kiwi 25%), sucre, pommes 11%, jus de citron concentré, gélifiant : pectines"
 "Lucien Georgelin";"Ananas - Kiwi";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour,Magasins U";"Fruits exotiques 50% (ananas 25%, kiwi 25%), sucre, pommes 11%, jus de citron concentré, gélifiant : pectines"
 "Lucien Georgelin";"Ananas - Kiwi";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour,Magasins U";"Fruits exotiques 50% (ananas 25%, kiwi 25%), sucre, pommes 11%, jus de citron concentré, gélifiant : pectines"
 "Paquito";"Confiture allégée Framboise";"NaN";"Produits à tartiner sucrés";"None";"c";"Intermarché";"DE FRAMBOISES ALLEGEE EN sucre. 30% de sucre en moins par rapport à une confiture classique  framboises, sucre, gélifiant pectines,acidifiant: acide citrique A"
 "Pure Via";"Confiture de framboise";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Framboises, sucre, gélifiant pectines jus de ciron concentre, édulcorant:glycosides de stéviol (extraits de Stevia)"
 "Pure Via";"Confiture de framboise";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Framboises, sucre, gélifiant pectines jus de ciron concentre, édulcorant:glycosides de stéviol (extraits de Stevia)"
 "Nos Régions ont du Talent";"Framboises du Massif Central";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Framboises du massif central 65 g, sucre de canne 41 g, pectine, jus de citron concentré."
 "Nos Régions ont du Talent";"Framboises du Massif Central";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Framboises du massif central 65 g, sucre de canne 41 g, pectine, jus de citron concentré."
 "Nocilla";"Nocilla";"NaN";"Produits à tartiner sucrés";"None";"e";"";"Azúcar, aceite de girasol alto oleico, leche desnatada en polvo, manteca de cacao), sólidos lácteos, cacao desgrasado en polvo, avellanas ( emulgente: lecitina de soja) aromas"
 "Régilait";"Tartines & Desserts - Tube Chocolat-Noisettes";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour, Magasins U";"_Lait_ entier en poudre reconstitué 45,4%, sirop de glucose, sucre, chocolat 6% (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de _soja_, arôme naturel de vanille), pâte de _noisettes_ 6%, _lactosérum_ en poudre (_lait_), _crème_ (_lait_)."
 "Régilait";"Tartines & Desserts - Tube Chocolat-Noisettes";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour, Magasins U";"_Lait_ entier en poudre reconstitué 45,4%, sirop de glucose, sucre, chocolat 6% (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de _soja_, arôme naturel de vanille), pâte de _noisettes_ 6%, _lactosérum_ en poudre (_lait_), _crème_ (_lait_)."
 "Jardin Bio,Léa Nature";"Confiture Myrtilles";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Myrtilles* 50 %, sucre brut de canne*, eau, gélifiant :  pectines, jus de citron* concentré."
 "Confiturelle,Confit de Provence";"4 Fruits Rouges";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fruits 54% (fraise bio 14%, framboise bio 14%, griotte bio 14%, groseille bio 12%), jus de raisin concentré bio, gélifiant : pectine de fruit, acidifiant: jus concentré de citron bio, citrate de calcium."
 "Confiturelle,Confit de Provence";"4 Fruits Rouges";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fruits 54% (fraise bio 14%, framboise bio 14%, griotte bio 14%, groseille bio 12%), jus de raisin concentré bio, gélifiant : pectine de fruit, acidifiant: jus concentré de citron bio, citrate de calcium."
 "Mamie douceur, Marque Repère";"Confiture de mûre";"NaN";"Produits à tartiner sucrés";"None";"c";"Leclerc";"Sucre, mûres, gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50 g de fruits pour 100 g de produit fini."
 "Mamie Douceur,Marque Repère";"Gelée extra mûre";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Sucre, jus de mûres à base de concentré, gélifiant : pectines, acidifiant : acide citrique.
Préparée avec 50g de fruits pour 100g de produit fini."
 "Saveurs de Nos Régions";"Pêche de vigne des monts du lyonnais";"NaN";"Produits à tartiner sucrés";"None";"c";"Lidl";""
 "Bonne Maman";"Rhubarbe intense";"NaN";"Produits à tartiner sucrés";"None";"c";"Super U";"rhubarbe, sucre, jus de citrons concentrés, pectines de fruits"
 "";"Infusion en gelée Aloé vera";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Aloe vera gel 48%, fructose, miel, acide ascorbique, acide citrique (acidifiants), lactate de calcium (antioxydant), citrate de sodium (acidifiant), carraghenane (épaississant), concentré de pomme, chlorophyle (colorant). Fabriqué en Corée du Sud"
 "Delinut";"Delinut";"NaN";"Produits à tartiner sucrés";"None";"e";"";"Sucre, huiles végétales (colza, palme), noisettes (13%), cacao maigre (7,5%), lait écrémé en poudre (6,5%), lactosérum en poudre (lait), émulsifiant: lécithines (tournesol), arôme naturel de vanille."
 "Delinut";"Delinut";"NaN";"Produits à tartiner sucrés";"None";"e";"";"Sucre, huiles végétales (colza, palme), noisettes (13%), cacao maigre (7,5%), lait écrémé en poudre (6,5%), lactosérum en poudre (lait), émulsifiant: lécithines (tournesol), arôme naturel de vanille."
 "Leader Price";"Pralina";"NaN";"Produits à tartiner sucrés";"None";"d";"Leader Price";"Sucre, huile de tournesol, noisettes 13%, cacao maigre en poudre 7,4%, poudre de lait écrémé, beurre de cacao, huile de coco, lactosérum en poudre, lécithines de tournesol, arôme"
 "Lucien Georgelin";"Confiture Poire Williams a la Vanille";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Poires Williams 45 %, sucre, pommes 19 %, gélifiant : pectines, jus de citron concentré, gousses de vanille épuisées, arôme naturel de vanille, gousses de vanille épuisées."
 "Bovetti";"Véritable pâte à tartiner bio";"NaN";"Produits à tartiner sucrés";"None";"e";"Biocoop";"noisettes 40%, chocolat noir (masse de cacao, sucre de canne blond, beurre de cacao, vanille naturelle), sucre de canne blond, huile de colza"
 "Bovetti";"Véritable pâte à tartiner bio";"NaN";"Produits à tartiner sucrés";"None";"e";"Biocoop";"noisettes 40%, chocolat noir (masse de cacao, sucre de canne blond, beurre de cacao, vanille naturelle), sucre de canne blond, huile de colza"
 "Casino";"Confiture allégée de Fraise";"NaN";"Produits à tartiner sucrés";"None";"c";"";"Fraises - sucre - gélifiant : pectines de fruits - jus de cassis - acidifiant : acide citrique. Préparée avec 50 g de fruits pour 100 g de produit fini."
 "Carrefour";"4 Fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Sucre, cerises, fraises, jus concentré de groseilles, sucre de canne, framboises, jus concentré de framboises, gélifiant: pectines de fruits, acidifiant: acide citrique, antioxydant: acide ascorbique."
 "Carrefour";"4 Fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"Sucre, cerises, fraises, jus concentré de groseilles, sucre de canne, framboises, jus concentré de framboises, gélifiant: pectines de fruits, acidifiant: acide citrique, antioxydant: acide ascorbique."
 "Auchan";"Confiture d'abricots allégée en sucre";"NaN";"Produits à tartiner sucrés";"None";"c";"Auchan";""
 "Bonneterre";"Pâte à tartiner cacao noisette";"NaN";"Produits à tartiner sucrés";"None";"e";"";""
 "Monoprix Gourmet,Monoprix";"Pâte à tartiner Chocolat au lait et noisettes";"NaN";"Produits à tartiner sucrés";"None";"d";"";"Purée de _noisettes_ grillées 40%, chocolat au lait 26% ( sucre de canne, beurre de cacao, _lait_ entier en poudre, pâte de cacao, vanille en poudre), sucre de canne, huile de colza, poudre de vanille Bourbon"
 "Sans marque";"Confiture ananas kiwi";"NaN";"Produits à tartiner sucrés";"None";"c";"LIDL";"Fruits exotiques 50% (ananas 25%, kiwi 25%), sucre de canne, pommes 11%, gélifiant : pectines"
 "Monoprix";"Pâte à tartiner sans huile de palme";"NaN";"Produits à tartiner sucrés";"None";"d";"Monoprix";"sucre, huile de tournesol, _noisettes_ 13%, cacao maigre en poudre 7,4%, poudre de _lait_ écrémé, beurre de cacao, huile de coco, _lactosérum_ en poudre, émulsifiant : lécithines de tournesol, arôme."
 "Lindt";"Crème noisette";"NaN";"Produits à tartiner sucrés";"None";"e";"";"sucre, noisettes 25%, huile végétale (tournesol, carthame, riz), lait écrémé en poudre, cacao maigre, beurre de cacao, beurre laitier concentré, émulsifiant (lécithine de soja). Peut contenir d'autres fruits à coque. SANS HUILE DE PALME."
 "Lindt";"Crème noisette";"NaN";"Produits à tartiner sucrés";"None";"e";"";"sucre, noisettes 25%, huile végétale (tournesol, carthame, riz), lait écrémé en poudre, cacao maigre, beurre de cacao, beurre laitier concentré, émulsifiant (lécithine de soja). Peut contenir d'autres fruits à coque. SANS HUILE DE PALME."
 "Lune de Miel,Famille Michaud";"Miel et gelée royale";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";"Miel bio 96 %, gelée royale bio 4 %."
 "Valade,We Bio!";"Confiture myrtille";"NaN";"Produits à tartiner sucrés";"None";"d";"Magasins U";"Myrtilles* 55%, sucre de canne*, gélifiant : pectines, correcteur d'acidité: citrate de calcium."
 "Valade,We Bio!";"Confiture myrtille";"NaN";"Produits à tartiner sucrés";"None";"d";"Magasins U";"Myrtilles* 55%, sucre de canne*, gélifiant : pectines, correcteur d'acidité: citrate de calcium."
 "Carrefour";"Gelée de framboises";"NaN";"Produits à tartiner sucrés";"None";"d";"Carrefour";"jus concentré de framboises, sucre, eau, sucre, de canne, gélifiant : pectines, acidifiant : acide citrique"
 "Carrefour";"Confiture de figues -30 % de sucres";"NaN";"Produits à tartiner sucrés";"None";"c";"Carrefour";"Figues, sucre, eau, gélifiant : pectines de fruits, acidifiants : acide citrique et lactate de calcium. Préparée avec 50 g de fruits pour 100 g de produit fini."
 "Douceur du Verger,Marque Repère,Scamark (Filiale E. Leclerc)";"Confiture 4 fruits rouges";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Fruits (cerises griottes 19%, fraises 16%, groseilles 8%, framboises 7%) ; sirop de glucose-fructose ; sucre ; gélifiant : pectines ; acidifiant : acide citrique.
Préparée avec 50g de fruits pour 100g.
Teneur totale en sucres : 60g pour 100g."
 "Douceur du Verger,Marque Repère,Scamark (Filiale E. Leclerc)";"Confiture abricots";"NaN";"Produits à tartiner sucrés";"None";"d";"Leclerc";"Abricots, sucre, sirop de glucose-fructose, acidifiant : acide citrique, gélifiant : pectines.
Préparée avec 50g de fruits pour 100g.
Teneur totale en sucres : 60g pour 100g."
 "Auchan,Auchan Bio";"Confiture extra de myrtilles";"NaN";"Produits à tartiner sucrés";"None";"d";"Simply Market,Auchan";"Myrtilles (origine UE), sucre de canne non raffiné, agent gélifiant : pectines."
 "Auchan";"Pâte à tartiner";"NaN";"Produits à tartiner sucrés";"None";"d";"Simply Market, Auchan";"sucre, huile de tournesol, pâte de noisettes (_fruits à coque_) 13%, cacao maigre en poudre 7,4%, poudre de _lait_ écrémé 6,6%, beurre de cacao, huile de coco, lactosérum en poudre (_lait_), émulsifiant : lécithines (tournesol), arôme."
 "Bonne Maman";"Confiture &quot";"NaN";"Produits à tartiner sucrés";"None";"c";"Magasins U";""
